id,order_id,created_at,_sku,name,price,quantity,title,variant_title,total_discount,fulfillable_quantity,fulfillment_status,gift_card,grams,product_exists,product_id,_inventory,requires_shipping,sku,tax_lines,taxable,variant_id,variant_inventory_management,vendor,estimated_ship_date,_inventory_source,test,total_tax,financial_status,cancelled_at,order_discount_amount,country,state,city,zip_code,orders_count
1369391169662,546349547646,2018-10-26 02:34:09,pride_scarf_inf_script_navyblue,Pride and Prejudice - Infinity,39.00,1,Pride and Prejudice,Infinity,0.00,0,fulfilled,False,150,True,7833327809,true,True,pride_scarf_inf,"[{'title': 'NY State Tax', 'price': '0.00', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}, {'title': 'Kings County Tax', 'price': '0.00', 'rate': 0.04875, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}]",True,25457723969,,Litographs,October 31,default,False,0.00,paid,,0,United States,New York,Brooklyn,11207,1
1369389367422,546348957822,2018-10-26 02:30:14,pooteeweet_12x16_brown,Slaughterhouse-Five - 12x16 Matted,19.00,1,Slaughterhouse-Five,12x16 Matted,0.00,0,fulfilled,False,227,True,3546379265,false,True,pooteeweet_12x16,[],True,25511024001,,Litographs,November 2,,False,0.00,paid,,0,United States,Arizona,Phoenix,85024,1
1369388580990,546348335230,2018-10-26 02:24:34,tempest_pillow_gray6,The Tempest,35.00,1,The Tempest,,0.00,0,fulfilled,False,392,True,1301794914430,false,True,tempest_pillow,[],True,12158197563518,,Litographs,November 2,,False,0.00,paid,,10.40,United States,Ohio,Norwood,45212,3
1369388613758,546348335230,2018-10-26 02:24:34,tempest_blanket_standard_gray6,The Tempest,69.00,1,The Tempest,,0.00,0,fulfilled,False,880,True,1301804777598,false,True,tempest_blanket_standard,[],True,12158285774974,,Litographs,November 2,,False,0.00,paid,,10.40,United States,Ohio,Norwood,45212,3
1369387008126,546347712638,2018-10-26 02:18:24,giver_tee_unisex_xl_navyblue,The Giver - Unisex,34.00,1,The Giver,Unisex,0.00,0,fulfilled,False,150,True,8617057869,false,True,giver_tee_unisex,[],True,29510537677,,Litographs,October 31,,False,0.00,paid,,0,United States,Virginia,Williamsburg,23188,1
1369386811518,546347548798,2018-10-26 02:16:47,outlander_blanket_standard_lightblue1,Outlander,69.00,1,Outlander,,0.00,0,fulfilled,False,880,True,1301802123390,false,True,outlander_blanket_standard,"[{'title': 'GST', 'price': '6.21', 'rate': 0.1, 'price_set': {'shop_money': {'amount': '6.21', 'currency_code': 'USD'}, 'presentment_money': {'amount': '6.21', 'currency_code': 'USD'}}}]",True,12158274633854,,Litographs,November 2,,False,7.21,paid,,6.90,Australia,New South Wales,Raby ,2566,3
1369386451070,546347286654,2018-10-26 02:15:27,pb1film_tee_vneck_m_bw,The Princess Bride - Women's V-Neck,34.00,1,The Princess Bride,Women's V-Neck,0.00,0,fulfilled,False,150,True,3684096001,false,True,pb1_tee_vneck,[],True,25507009857,,Litographs,October 31,,False,0.00,paid,,0,Canada,Ontario,Mississauga,L5J 1V6,1
1369384878206,546346303614,2018-10-26 02:06:01,outlander_24x36_navyblue,Outlander - 24x36,29.00,1,Outlander,24x36,0.00,0,fulfilled,False,10886,True,1989311361,false,True,outlander_24x36,"[{'title': 'NY State Tax', 'price': '1.16', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '1.16', 'currency_code': 'USD'}, 'presentment_money': {'amount': '1.16', 'currency_code': 'USD'}}}, {'title': 'Nassau County Tax', 'price': '1.35', 'rate': 0.04625, 'price_set': {'shop_money': {'amount': '1.35', 'currency_code': 'USD'}, 'presentment_money': {'amount': '1.35', 'currency_code': 'USD'}}}]",True,25510937601,,Litographs,November 2,,False,4.31,paid,,0,United States,New York,Oceanside,11572,1
1369384910974,546346303614,2018-10-26 02:06:01,outlander1_scarf_inf_script_black,Outlander - Infinity,39.00,1,Outlander,Infinity,0.00,1,,False,150,True,8239361537,false,True,outlander_scarf_inf,"[{'title': 'NY State Tax', 'price': '0.00', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}, {'title': 'Nassau County Tax', 'price': '1.80', 'rate': 0.04625, 'price_set': {'shop_money': {'amount': '1.80', 'currency_code': 'USD'}, 'presentment_money': {'amount': '1.80', 'currency_code': 'USD'}}}]",True,27558131905,,Litographs,October 31,,False,4.31,paid,,0,United States,New York,Oceanside,11572,1
1369382879358,546345058430,2018-10-26 01:55:00,darkestminds_tee_vneck_l_burgundy,The Darkest Minds - Women's V-Neck,34.00,1,The Darkest Minds,Women's V-Neck,0.00,0,fulfilled,False,150,True,8484826381,false,True,darkestminds_tee_vneck,[],True,28688358221,,Litographs,October 31,,False,0.00,paid,,0,United States,Indiana,Indianapolis,46214,1
1369382912126,546345058430,2018-10-26 01:55:00,hoot_tee_vneck_l_blue13,Hoot - Women's V-Neck,34.00,1,Hoot,Women's V-Neck,0.00,0,fulfilled,False,150,True,7994248705,false,True,hoot_tee_vneck,[],True,26251963521,,Litographs,October 31,,False,0.00,paid,,0,United States,Indiana,Indianapolis,46214,1
1369382944894,546345058430,2018-10-26 01:55:00,flag_scarf_inf_script_navyblue,The Declaration of Independence - Infinity,39.00,1,The Declaration of Independence,Infinity,0.00,0,fulfilled,False,150,True,8415111873,false,True,flag_scarf_inf,[],True,28341243521,,Litographs,October 31,,False,0.00,paid,,0,United States,Indiana,Indianapolis,46214,1
1369381765246,546344140926,2018-10-26 01:47:43,bible2_blanket_standard_navyblue,The Bible,69.00,1,The Bible,,0.00,0,fulfilled,False,880,True,1301796716670,false,True,bible2_blanket_standard,[],True,12158208704638,,Litographs,November 2,,False,0.00,paid,,6.90,United States,Ohio,Columbus,43235,3
1369379111038,546343190654,2018-10-26 01:42:17,clerks_tee_unisex_2xl_bw,Clerks - Unisex,34.00,1,Clerks,Unisex,0.00,0,fulfilled,False,150,True,3618289153,false,True,clerks_tee_unisex,[],True,25504715841,,Litographs,October 31,,False,0.00,paid,,3.40,Canada,Ontario,Burlington,L7M 2L8,1
1369378881662,546342994046,2018-10-26 01:40:57,breath_scarf_inf_script_navyblue,A Breath of Snow and Ashes - Infinity,39.00,1,A Breath of Snow and Ashes,Infinity,0.00,0,fulfilled,False,150,True,8528219405,false,True,breath_scarf_inf,[],True,29020653837,,Litographs,October 31,,False,0.00,paid,,3.90,Canada,British Columbia,Victoria,V8S 1G2,1
1369378816126,546342961278,2018-10-26 01:40:55,emma_tee_vneck_m_lightblue3,Emma - Women's V-Neck,34.00,1,Emma,Women's V-Neck,0.00,0,fulfilled,False,150,True,151524275,false,True,emma_tee_vneck,[],True,25504831169,,Litographs,October 31,,False,0.00,paid,,0,Canada,Ontario,Amherstview,K7M 5P9,1
1369378848894,546342961278,2018-10-26 01:40:55,outlander_tee_vneck_l_navyblue,Outlander - Women's V-Neck,34.00,1,Outlander,Women's V-Neck,0.00,0,fulfilled,False,150,True,1989312769,true,True,outlander_tee_vneck,[],True,25505581633,,Litographs,October 24,default,False,0.00,paid,,0,Canada,Ontario,Amherstview,K7M 5P9,1
1369376784510,546341847166,2018-10-26 01:33:29,eliot_24x36_sand,Poems by T.S. Eliot - 24x36,29.00,1,Poems by T.S. Eliot,24x36,0.00,0,fulfilled,False,10886,True,132034453,false,True,eliot_24x36,[],True,25510969985,,Litographs,November 2,,False,0.00,paid,,0,United States,California,Beverly Hills,90211,2
1369376817278,546341847166,2018-10-26 01:33:29,prince_24x36_green1,The Prince - 24x36,29.00,1,The Prince,24x36,0.00,0,fulfilled,False,10886,True,117016948,false,True,prince_24x36,[],True,25511923201,,Litographs,November 2,,False,0.00,paid,,0,United States,California,Beverly Hills,90211,2
1369376850046,546341847166,2018-10-26 01:33:29,oscar_24x36_navyblue,The Brief Wondrous Life of Oscar Wao - 24x36,29.00,1,The Brief Wondrous Life of Oscar Wao,24x36,0.00,0,fulfilled,False,10886,True,9269463437,false,True,oscar_24x36,[],True,33662578637,,Litographs,November 2,,False,0.00,paid,,0,United States,California,Beverly Hills,90211,2
1369376522366,546341748862,2018-10-26 01:32:24,wizard_tee_unisex_xl_lightblue1,The Wonderful Wizard of Oz - Unisex,34.00,1,The Wonderful Wizard of Oz,Unisex,0.00,0,fulfilled,False,150,True,387195245,false,True,wizard_tee_unisex,[],True,25507295425,,Litographs,October 31,,False,0.00,paid,,0,Canada,Ontario,Baden,N3A 4K9,1
1369373999230,546340569214,2018-10-26 01:21:35,littleprince_tee_vneck_xl_green3,The Little Prince - Women's V-Neck,34.00,1,The Little Prince,Women's V-Neck,0.00,0,fulfilled,False,150,True,7168153537,false,True,littleprince_tee_vneck,[],True,25506773953,,Litographs,October 31,,False,0.00,paid,,0,United States,Idaho,Middleton,83644,1
1369373180030,546339881086,2018-10-26 01:16:43,outlander_blanket_standard_navyblue,Outlander,69.00,1,Outlander,,0.00,0,fulfilled,False,880,True,1301802123390,false,True,outlander_blanket_standard,[],True,12158274633854,,Litographs,November 2,,False,0.00,paid,,6.90,United States,California,San Francisco,94132,3
1369371312254,546338930814,2018-10-26 01:11:14,phantom_tee_unisex_m_bw,The Phantom of the Opera - Unisex,34.00,1,The Phantom of the Opera,Unisex,0.00,0,fulfilled,False,150,True,151548955,false,True,phantom_tee_unisex,[],True,25506907201,,Litographs,October 31,,False,0.00,paid,,0,United States,Michigan,Traverse City,49684,1
1369371345022,546338930814,2018-10-26 01:11:14,lesmis_tee_unisex_m_burgundy1,Les Misérables - Unisex,34.00,1,Les Misérables,Unisex,0.00,0,fulfilled,False,150,True,151525637,false,True,lesmis_tee_unisex,[],True,25505283393,,Litographs,October 31,,False,0.00,paid,,0,United States,Michigan,Traverse City,49684,1
1369369411710,546337980542,2018-10-26 01:03:44,outlander_pillow_navyblue,Outlander,35.00,1,Outlander,,0.00,0,fulfilled,False,392,True,1301792718974,false,True,outlander_pillow,"[{'title': 'GST', 'price': '3.15', 'rate': 0.1, 'price_set': {'shop_money': {'amount': '3.15', 'currency_code': 'USD'}, 'presentment_money': {'amount': '3.15', 'currency_code': 'USD'}}}]",True,12158195335294,,Litographs,November 2,,False,29.08,paid,,31.20,Australia,Queensland,Toowong,4066,8
1369369444478,546337980542,2018-10-26 01:03:44,dragonfly_pillow_brown,Dragonfly in Amber,35.00,1,Dragonfly in Amber,,0.00,0,fulfilled,False,392,True,1301788852350,false,True,dragonfly_pillow,"[{'title': 'GST', 'price': '3.15', 'rate': 0.1, 'price_set': {'shop_money': {'amount': '3.15', 'currency_code': 'USD'}, 'presentment_money': {'amount': '3.15', 'currency_code': 'USD'}}}]",True,12158174855294,,Litographs,November 2,,False,29.08,paid,,31.20,Australia,Queensland,Toowong,4066,8
1369369477246,546337980542,2018-10-26 01:03:44,voyager_pillow_navyblue,Voyager,35.00,1,Voyager,,0.00,0,fulfilled,False,392,True,1301795438718,false,True,voyager_pillow,"[{'title': 'GST', 'price': '3.15', 'rate': 0.1, 'price_set': {'shop_money': {'amount': '3.15', 'currency_code': 'USD'}, 'presentment_money': {'amount': '3.15', 'currency_code': 'USD'}}}]",True,12158198087806,,Litographs,November 2,,False,29.08,paid,,31.20,Australia,Queensland,Toowong,4066,8
1369369510014,546337980542,2018-10-26 01:03:44,dragonfly_blanket_standard_brown,Dragonfly in Amber,69.00,1,Dragonfly in Amber,,0.00,0,fulfilled,False,880,True,1301797961854,false,True,dragonfly_blanket_standard,"[{'title': 'GST', 'price': '6.21', 'rate': 0.1, 'price_set': {'shop_money': {'amount': '6.21', 'currency_code': 'USD'}, 'presentment_money': {'amount': '6.21', 'currency_code': 'USD'}}}]",True,12158216962174,,Litographs,November 2,,False,29.08,paid,,31.20,Australia,Queensland,Toowong,4066,8
1369369542782,546337980542,2018-10-26 01:03:44,voyager_blanket_standard_navyblue,Voyager,69.00,1,Voyager,,0.00,0,fulfilled,False,880,True,1301805301886,false,True,voyager_blanket_standard,"[{'title': 'GST', 'price': '6.21', 'rate': 0.1, 'price_set': {'shop_money': {'amount': '6.21', 'currency_code': 'USD'}, 'presentment_money': {'amount': '6.21', 'currency_code': 'USD'}}}]",True,12158286332030,,Litographs,November 2,,False,29.08,paid,,31.20,Australia,Queensland,Toowong,4066,8
1369369575550,546337980542,2018-10-26 01:03:44,outlander_blanket_standard_navyblue,Outlander,69.00,1,Outlander,,0.00,0,fulfilled,False,880,True,1301802123390,false,True,outlander_blanket_standard,"[{'title': 'GST', 'price': '6.21', 'rate': 0.1, 'price_set': {'shop_money': {'amount': '6.21', 'currency_code': 'USD'}, 'presentment_money': {'amount': '6.21', 'currency_code': 'USD'}}}]",True,12158274633854,,Litographs,November 2,,False,29.08,paid,,31.20,Australia,Queensland,Toowong,4066,8
1369368952958,546337718398,2018-10-26 01:01:42,bible_scarf_inf_script_brown,The Bible - Infinity,39.00,1,The Bible,Infinity,0.00,1,,False,150,True,8414537345,false,True,bible_scarf_inf,[],True,28338623681,,Litographs,October 31,,False,0.00,paid,,0,New Zealand,Wellington,Wellington,6035,1
1369368985726,546337718398,2018-10-26 01:01:42,eyre_tote_lightblue1,Jane Eyre,29.00,1,Jane Eyre,,0.00,0,fulfilled,False,454,True,151525211,true,True,eyre_tote,[],True,25471816001,,Litographs,October 31,default,False,0.00,paid,,0,New Zealand,Wellington,Wellington,6035,1
1369366888574,546336473214,2018-10-26 00:50:37,juliet_blanket_standard_lavender,Romeo and Juliet,69.00,1,Romeo and Juliet,,0.00,0,fulfilled,False,880,True,1301800517758,false,True,juliet_blanket_standard,[],True,12158255923326,,Litographs,November 2,,False,0.00,paid,,0,United States,Virginia,Arlington,22202,1
1369366560894,546336211070,2018-10-26 00:49:08,pride_scarf_inf_script_forestgreen,Pride and Prejudice - Infinity,39.00,1,Pride and Prejudice,Infinity,0.00,1,,False,150,True,7833327809,false,True,pride_scarf_inf,[],True,25457723969,,Litographs,October 31,,False,0.00,paid,,0,United States,Minnesota,New Prague,56071,1
1369365184638,546335359102,2018-10-26 00:44:44,eyre2_tote_burgundy,Jane Eyre,29.00,1,Jane Eyre,,0.00,0,fulfilled,False,454,True,8590638477,false,True,eyre2_tote,[],True,29391168781,,Litographs,October 31,,False,0.00,paid,,0,United States,Arkansas,Fayetteville,72701,1
1369365217406,546335359102,2018-10-26 00:44:44,bible_scarf_inf_sans_navyblue,The Bible - Infinity,39.00,1,The Bible,Infinity,0.00,0,fulfilled,False,150,True,8414537345,false,True,bible_scarf_inf,[],True,28338623681,,Litographs,October 31,,False,0.00,paid,,0,United States,Arkansas,Fayetteville,72701,1
1369365250174,546335359102,2018-10-26 00:44:44,gatsby_tote_limegreen,The Great Gatsby,29.00,1,The Great Gatsby,,0.00,0,fulfilled,False,454,True,151547461,true,True,gatsby_tote,[],True,25477424833,,Litographs,October 31,default,False,0.00,paid,,0,United States,Arkansas,Fayetteville,72701,1
1369363153022,546334605438,2018-10-26 00:38:41,alice_scarf_inf_script_purple,Alice's Adventures in Wonderland - Infinity,39.00,1,Alice's Adventures in Wonderland,Infinity,0.00,0,fulfilled,False,150,True,7833278529,true,True,alice_scarf_inf,[],True,25457486465,,Litographs,October 26,default,False,0.00,paid,,0,United States,Arizona,Phoenix,85053,1
1369360826494,546333261950,2018-10-26 00:27:25,sherlock_tee_vneck_m_navyblue1,The Adventures of Sherlock Holmes - Women's V-Neck,34.00,1,The Adventures of Sherlock Holmes,Women's V-Neck,0.00,0,fulfilled,False,150,True,151545355,true,True,sherlock_tee_vneck,[],True,25506183425,,Litographs,October 31,default,False,0.00,paid,,3.40,United States,Indiana,Lebanon,46052,1
1369359974526,546332737662,2018-10-26 00:22:09,alice_24x36_lightblue1,Alice’s Adventures in Wonderland - 24x36,29.00,1,Alice’s Adventures in Wonderland,24x36,0.00,0,fulfilled,False,10886,True,89980347,false,True,alice_24x36,[],True,25510539777,,Litographs,November 2,,False,0.00,paid,,14.50,United States,Virginia,Falls Church,22043,1
1369358925950,546332082302,2018-10-26 00:16:50,winndixie_tote_forestgreen,Because of Winn-Dixie,29.00,1,Because of Winn-Dixie,,0.00,0,fulfilled,False,454,True,8174664129,false,True,winndixie_tote,[],True,27196754049,,Litographs,October 31,,False,0.00,paid,,0,United States,Ohio,Shaker Heights,44122,1
1369358958718,546332082302,2018-10-26 00:16:50,winndixie_scarf_inf_script_darkblue,Because of Winn-Dixie - Infinity,39.00,1,Because of Winn-Dixie,Infinity,0.00,1,,False,150,True,8416915585,false,True,winndixie_scarf_inf,[],True,28349262529,,Litographs,October 31,,False,0.00,paid,,0,United States,Ohio,Shaker Heights,44122,1
1369358270590,546331623550,2018-10-26 00:13:30,oz_scarf_inf_script_forestgreen,The Wonderful Wizard of Oz - Infinity,39.00,1,The Wonderful Wizard of Oz,Infinity,0.00,0,fulfilled,False,150,True,8161729089,false,True,oz_scarf_inf,[],True,27124759041,,Litographs,October 31,,False,0.00,paid,,0,United States,Ohio,West Chester Township,45069,1
1369357877374,546331328638,2018-10-26 00:11:04,littlehouse_tee_women_s_orange,Little House on the Prairie - Women's Crew,34.00,1,Little House on the Prairie,Women's Crew,0.00,0,fulfilled,False,150,True,102315032589,false,True,littlehouse_tee_women,[],True,923479998477,,Litographs,October 31,,False,0.00,paid,,0,United States,Tennessee,Knoxville,37923,1
1369357353086,546331099262,2018-10-26 00:09:58,dragonfly_blanket_standard_lavender,Dragonfly in Amber,69.00,1,Dragonfly in Amber,,0.00,0,fulfilled,False,880,True,1301797961854,false,True,dragonfly_blanket_standard,[],True,12158216962174,,Litographs,November 2,,False,0.00,paid,,6.90,United States,Connecticut,Gales Ferry,06335,2
1369352274046,546329231486,2018-10-25 23:50:36,tempest_blanket_standard_lightblue1,The Tempest,69.00,1,The Tempest,,0.00,0,fulfilled,False,880,True,1301804777598,false,True,tempest_blanket_standard,[],True,12158285774974,,Litographs,November 2,,False,0.00,paid,,0,United States,Washington,Shelton,98584,4
